11.8292	94.167
14.6912	85.0583
56.0295	44.8766
54.7518	45.5749
76.2678	36.9867
48.7451	49.3668
59.425	43.1692
27.3478	64.4376
41.465	54.0772
53.0145	46.5803
30.2857	61.6795
24.9113	67.0973
46.1493	51.3227
25.7185	66.1731
48.2395	49.7306
83.6344	35.0756
60.5588	42.6431
84.4949	34.8744
94.4929	32.8065
57.5101	44.1062
19.9244	74.0483
5.80336	134.644
24.4661	67.6271
42.1693	53.7044
47.2682	50.4521
86.0922	34.5117
56.4117	44.6737
18.1449	77.2274
89.0146	33.8816
93.5791	32.9771
82.9033	35.2502
32.576	59.7999
65.7043	40.4871
57.9217	43.8995
89.7002	33.74
55.0884	45.3877
61.9782	42.0118
5.5425	138.002
68.1242	39.5878
22.7823	69.7743
83.7737	35.0429
84.3435	34.9095
58.7894	43.4736
47.651	50.1639
94.2454	32.8528
70.3019	38.8325
43.1376	53.2068
67.5198	39.8062
75.6848	37.1543
34.3965	58.445
21.4568	71.6462
73.0762	37.9362
24.4549	67.6406
33.5986	59.0251
79.8853	36.0039
77.9103	36.5291
61.8642	42.0614
75.5203	37.2018
28.4655	63.3365
37.7946	56.1891
42.5915	53.4854
31.8286	60.3904
77.4523	36.6548
8.89261	108.159
87.7596	34.1467
70.2397	38.8533
98.441	32.1066
29.1778	62.6692
41.3708	54.1277
88.3333	34.025
98.4821	32.0997
21.4506	71.6554
71.0898	38.5708
80.3862	35.8749
56.3318	44.7159
32.3918	59.9436
69.6109	39.0673
96.6202	32.4222
99.1974	31.9787
61.413	42.2593
45.9801	51.4581
30.7319	61.2964
56.4527	44.6521
77.8985	36.5325
40.267	54.734
78.4023	36.3959
23.5694	68.7409
38.6711	55.6569
91.5818	33.3618
24.9036	67.1058
99.107	31.9937
76.2023	37.0057
34.7993	58.1601
94.4158	32.8206
51.2334	47.6847
70.5425	38.7518
63.5662	41.3396
76.6274	36.885
52.9818	46.6
17.493	78.5175
83.0999	35.2029
52.4002	46.9522
57.3371	44.1946
65.8114	40.4456
15.3331	83.3941
54.7867	45.5553
86.1411	34.5007
76.6647	36.8745
52.04	47.1749
75.8691	37.1011
75.6848	37.1543
30.7925	61.2452
25.8112	66.0698
71.3873	38.4734
16.2599	81.1767
29.8929	62.0239
20.6452	72.8838
41.9065	53.8423
87.6094	34.1791
39.2295	55.3276
85.2318	34.7051
99.3533	31.9527
8.29362	111.981
10.7975	98.3746
16.4412	80.7662
64.6136	40.9148
91.1114	33.4545
28.7147	63.1
84.822	34.799
90.9461	33.4876
69.9694	38.9447
42.8565	53.3498
97.4474	32.2775
54.4232	45.76
45.5766	51.7856
71.8171	38.3341
65.7779	40.4589
78.1928	36.452
34.8366	58.1341
46.1336	51.3352
62.6836	41.709
32.6459	59.746
45.1227	52.1608
42.1717	53.7032
86.9364	34.3249
87.3602	34.2331
75.7602	37.1329
22.7219	69.8561
76.8254	36.8293
11.9618	93.6692
47.4697	50.3001
43.5313	53.0101
49.9143	48.5545
23.6199	68.6767
65.1489	40.7031
54.7127	45.5967
32.357	59.9707
63.1629	41.5068
30.1841	61.768
82.1028	35.4447
75.4562	37.2207
54.1914	45.8921
35.3887	57.7522
99.1141	31.9927
36.8937	56.7561
42.7724	53.3924
17.5622	78.3769
43.4926	53.0292
70.8646	38.6447
63.5362	41.352
37.4094	56.429
62.1071	41.9562
71.263	38.5139
42.9939	53.2799
63.3053	41.4478
56.2174	44.7763
54.443	45.7488
41.2871	54.1726
25.935	65.9326
77.3203	36.6915
61.6751	42.1442
26.9459	64.8503
25.7654	66.1207
34.0323	58.7072
49.3174	48.9638
48.212	49.7505
76.8165	36.8319
94.0726	32.8847
69.6208	39.0635
17.9067	77.69
22.1582	70.6338
56.6247	44.5618
73.3658	37.8468
25.2918	66.6558
80.1148	35.9444
73.4079	37.8338
66.5702	40.1577
87.2723	34.2521
68.0036	39.631
55.0867	45.3885
71.2246	38.5266
49.9742	48.5144
